session_id,session_name,session_date,session_time,registration_id,rating,comment
SES286,Panel: Future of Tech,23/06/2024,7:00 pm,REG384,5,"Great insights, very useful."
SES287,Breakout: Cloud Computing,22/06/2024,6:00 am,REG370,2,"Excellent session, learned a lot."
SES288,Keynote: AI Trends,21/06/2024,5:00 pm,REG240,5,Amazing delivery of the topic.
SES289,Workshop: Data Visualization,20/06/2024,4:00 am,REG055,2,"Excellent session, learned a lot."
SES290,Keynote: AI Trends,19/06/2024,3:00 pm,REG434,5,"Great experience, loved it!"
SES291,Fireside Chat: Innovation,18/06/2024,2:00 am,REG343,2,Loved the interactive parts of the event.
SES292,Workshop: Data Visualization,17/06/2024,1:00 pm,REG404,4,"Amazing presentation, super helpful."
SES293,Breakout: Cloud Computing,16/06/2024,12:00 am,REG097,2,"Very helpful content, thanks!"
SES294,Breakout: Cloud Computing,15/06/2024,11:00 am,REG062,2,"Very helpful content, thanks!"
SES295,Breakout: Cloud Computing,14/06/2024,10:00 pm,REG477,5,Loved the interactive parts of the event.
SES296,Workshop: Data Visualization,13/06/2024,9:00 am,REG437,5,Extremely informative workshop.
SES297,Panel: Future of Tech,12/06/2024,8:00 pm,REG202,2,"Very helpful content, thanks!"
SES298,Panel: Future of Tech,11/06/2024,7:00 am,REG444,4,Everything was well organized and smooth.
SES299,Panel: Future of Tech,10/06/2024,6:00 pm,REG235,3,"Great insights, very useful."
SES300,Keynote: AI Trends,09/06/2024,5:00 am,REG423,4,Loved the interactive parts of the event.
SES301,Keynote: AI Trends,08/06/2024,4:00 pm,REG404,2,"Very helpful content, thanks!"
SES302,Fireside Chat: Innovation,07/06/2024,3:00 am,REG098,4,The speaker was excellent and clear.
SES303,Workshop: Data Visualization,06/06/2024,2:00 pm,REG367,2,Loved the interactive parts of the event.
SES304,Fireside Chat: Innovation,05/06/2024,1:00 am,REG474,4,"Great insights, very useful."
SES305,Keynote: AI Trends,04/06/2024,12:00 pm,REG056,3,"Excellent session, learned a lot."
SES306,Workshop: Data Visualization,03/06/2024,11:00 pm,REG388,3,Amazing delivery of the topic.
SES307,Breakout: Cloud Computing,02/06/2024,10:00 am,REG243,2,"Excellent session, learned a lot."
SES308,Workshop: Data Visualization,01/06/2024,9:00 pm,REG024,4,"Great experience, loved it!"
SES309,Keynote: AI Trends,31/05/2024,8:00 am,REG475,2,Loved the interactive parts of the event.
SES310,Breakout: Cloud Computing,30/05/2024,7:00 pm,REG325,5,"Amazing presentation, super helpful."
SES311,Breakout: Cloud Computing,29/05/2024,6:00 am,REG429,3,"Very helpful content, thanks!"
SES312,Workshop: Data Visualization,28/05/2024,5:00 pm,REG345,4,"Very helpful content, thanks!"
SES313,Panel: Future of Tech,27/05/2024,4:00 am,REG302,4,Loved the interactive parts of the event.
SES314,Keynote: AI Trends,26/05/2024,3:00 pm,REG064,4,Extremely informative workshop.
SES315,Keynote: AI Trends,25/05/2024,2:00 am,REG396,4,"Very helpful content, thanks!"
SES316,Panel: Future of Tech,24/05/2024,1:00 pm,REG457,4,Everything was well organized and smooth.
SES317,Fireside Chat: Innovation,23/05/2024,12:00 am,REG234,3,"Great insights, very useful."
SES318,Fireside Chat: Innovation,22/05/2024,11:00 am,REG235,4,Loved the interactive parts of the event.
SES319,Keynote: AI Trends,21/05/2024,10:00 pm,REG338,5,"Very helpful content, thanks!"
SES320,Panel: Future of Tech,20/05/2024,9:00 am,REG302,3,The speaker was excellent and clear.
SES321,Panel: Future of Tech,19/05/2024,8:00 pm,REG490,3,Loved the interactive parts of the event.
SES322,Breakout: Cloud Computing,18/05/2024,7:00 am,REG259,5,"Great insights, very useful."
SES323,Fireside Chat: Innovation,17/05/2024,6:00 pm,REG069,5,"Excellent session, learned a lot."
SES324,Fireside Chat: Innovation,16/05/2024,5:00 am,REG494,5,Amazing delivery of the topic.
SES325,Breakout: Cloud Computing,15/05/2024,4:00 pm,REG256,2,"Excellent session, learned a lot."
SES326,Workshop: Data Visualization,14/05/2024,3:00 am,REG003,4,"Great experience, loved it!"
SES327,Fireside Chat: Innovation,13/05/2024,2:00 pm,REG272,4,Loved the interactive parts of the event.
SES328,Breakout: Cloud Computing,12/05/2024,1:00 am,REG377,3,"Amazing presentation, super helpful."
SES329,Panel: Future of Tech,11/05/2024,12:00 pm,REG025,5,"Very helpful content, thanks!"
SES330,Workshop: Data Visualization,10/05/2024,11:00 pm,REG284,4,"Very helpful content, thanks!"
SES331,Keynote: AI Trends,09/05/2024,10:00 am,REG479,5,Loved the interactive parts of the event.
SES332,Panel: Future of Tech,08/05/2024,9:00 pm,REG222,3,Extremely informative workshop.
SES333,Workshop: Data Visualization,07/05/2024,8:00 am,REG430,4,"Very helpful content, thanks!"
SES334,Breakout: Cloud Computing,06/05/2024,7:00 pm,REG300,2,Everything was well organized and smooth.
SES335,Panel: Future of Tech,05/05/2024,6:00 am,REG248,5,"Great insights, very useful."
SES336,Workshop: Data Visualization,04/05/2024,5:00 pm,REG474,4,Loved the interactive parts of the event.
SES337,Keynote: AI Trends,03/05/2024,4:00 am,REG264,3,"Very helpful content, thanks!"
SES338,Panel: Future of Tech,02/05/2024,3:00 pm,REG400,3,The speaker was excellent and clear.
SES339,Panel: Future of Tech,01/05/2024,2:00 am,REG472,4,Loved the interactive parts of the event.
SES340,Fireside Chat: Innovation,30/04/2024,1:00 pm,REG467,4,"Great insights, very useful."
SES341,Workshop: Data Visualization,29/04/2024,12:00 am,REG094,5,"Excellent session, learned a lot."
SES342,Workshop: Data Visualization,28/04/2024,11:00 am,REG355,4,Amazing delivery of the topic.
SES343,Fireside Chat: Innovation,27/04/2024,10:00 pm,REG297,5,"Excellent session, learned a lot."
SES344,Breakout: Cloud Computing,26/04/2024,9:00 am,REG089,2,"Great experience, loved it!"
SES345,Breakout: Cloud Computing,25/04/2024,8:00 pm,REG375,4,Loved the interactive parts of the event.
SES346,Fireside Chat: Innovation,24/04/2024,7:00 am,REG448,2,"Amazing presentation, super helpful."
SES347,Panel: Future of Tech,23/04/2024,6:00 pm,REG066,2,"Very helpful content, thanks!"
SES348,Keynote: AI Trends,22/04/2024,5:00 am,REG054,4,"Very helpful content, thanks!"
SES349,Breakout: Cloud Computing,21/04/2024,4:00 pm,REG499,5,Loved the interactive parts of the event.
SES350,Keynote: AI Trends,20/04/2024,3:00 am,REG337,3,Extremely informative workshop.
SES351,Workshop: Data Visualization,19/04/2024,2:00 pm,REG308,2,"Very helpful content, thanks!"
SES352,Workshop: Data Visualization,18/04/2024,1:00 am,REG344,2,Everything was well organized and smooth.
SES353,Breakout: Cloud Computing,17/04/2024,12:00 pm,REG452,2,"Great insights, very useful."
SES354,Panel: Future of Tech,16/04/2024,11:00 pm,REG465,2,Loved the interactive parts of the event.
SES355,Workshop: Data Visualization,15/04/2024,10:00 am,REG259,3,"Very helpful content, thanks!"
SES356,Keynote: AI Trends,14/04/2024,9:00 pm,REG452,5,The speaker was excellent and clear.
SES357,Panel: Future of Tech,13/04/2024,8:00 am,REG497,4,Loved the interactive parts of the event.
SES358,Breakout: Cloud Computing,12/04/2024,7:00 pm,REG245,2,"Great insights, very useful."
SES359,Workshop: Data Visualization,11/04/2024,6:00 am,REG342,4,"Excellent session, learned a lot."
SES360,Breakout: Cloud Computing,10/04/2024,5:00 pm,REG469,3,Amazing delivery of the topic.
SES361,Panel: Future of Tech,09/04/2024,4:00 am,REG355,5,"Excellent session, learned a lot."
SES362,Panel: Future of Tech,08/04/2024,3:00 pm,REG394,4,"Great experience, loved it!"
SES363,Panel: Future of Tech,07/04/2024,2:00 am,REG428,4,Loved the interactive parts of the event.
SES364,Fireside Chat: Innovation,06/04/2024,1:00 pm,REG444,4,"Amazing presentation, super helpful."
SES365,Fireside Chat: Innovation,05/04/2024,12:00 am,REG204,2,"Very helpful content, thanks!"
SES366,Keynote: AI Trends,04/04/2024,11:00 am,REG494,5,"Very helpful content, thanks!"
SES367,Panel: Future of Tech,03/04/2024,10:00 pm,REG476,2,Loved the interactive parts of the event.
SES368,Panel: Future of Tech,02/04/2024,9:00 am,REG497,4,Extremely informative workshop.
SES369,Workshop: Data Visualization,01/04/2024,8:00 pm,REG454,5,"Very helpful content, thanks!"
SES370,Keynote: AI Trends,31/03/2024,7:00 am,REG232,2,Everything was well organized and smooth.
SES371,Keynote: AI Trends,30/03/2024,6:00 pm,REG443,5,"Great insights, very useful."
SES372,Breakout: Cloud Computing,29/03/2024,5:00 am,REG069,2,Loved the interactive parts of the event.
SES373,Panel: Future of Tech,28/03/2024,4:00 pm,REG074,5,"Very helpful content, thanks!"
SES374,Workshop: Data Visualization,27/03/2024,3:00 am,REG242,5,The speaker was excellent and clear.
SES375,Breakout: Cloud Computing,26/03/2024,2:00 pm,REG309,2,Loved the interactive parts of the event.
SES376,Fireside Chat: Innovation,25/03/2024,1:00 am,REG359,2,"Great insights, very useful."
SES377,Panel: Future of Tech,24/03/2024,12:00 pm,REG454,5,"Excellent session, learned a lot."
SES378,Keynote: AI Trends,23/03/2024,11:00 pm,REG384,4,Amazing delivery of the topic.
SES379,Panel: Future of Tech,22/03/2024,10:00 am,REG263,5,"Excellent session, learned a lot."
SES380,Panel: Future of Tech,21/03/2024,9:00 pm,REG454,2,"Great experience, loved it!"
SES381,Fireside Chat: Innovation,20/03/2024,8:00 am,REG432,4,Loved the interactive parts of the event.
SES382,Workshop: Data Visualization,19/03/2024,7:00 pm,REG360,2,"Amazing presentation, super helpful."
SES383,Workshop: Data Visualization,18/03/2024,6:00 am,REG284,3,"Very helpful content, thanks!"
SES384,Workshop: Data Visualization,17/03/2024,5:00 pm,REG444,2,"Very helpful content, thanks!"
SES385,Breakout: Cloud Computing,16/03/2024,4:00 am,REG464,5,Loved the interactive parts of the event.
SES386,Workshop: Data Visualization,15/03/2024,3:00 pm,REG365,4,Extremely informative workshop.
SES387,Breakout: Cloud Computing,14/03/2024,2:00 am,REG378,5,"Very helpful content, thanks!"
SES388,Fireside Chat: Innovation,13/03/2024,1:00 pm,REG479,5,Everything was well organized and smooth.
SES389,Panel: Future of Tech,12/03/2024,12:00 am,REG284,5,"Great insights, very useful."
SES390,Breakout: Cloud Computing,11/03/2024,11:00 am,REG324,3,Loved the interactive parts of the event.
SES391,Fireside Chat: Innovation,10/03/2024,10:00 pm,REG442,5,"Very helpful content, thanks!"
SES392,Breakout: Cloud Computing,09/03/2024,9:00 am,REG403,2,The speaker was excellent and clear.
SES393,Fireside Chat: Innovation,08/03/2024,8:00 pm,REG408,4,Loved the interactive parts of the event.
SES394,Workshop: Data Visualization,07/03/2024,7:00 am,REG320,5,"Great insights, very useful."
SES395,Workshop: Data Visualization,06/03/2024,6:00 pm,REG366,4,"Excellent session, learned a lot."
SES396,Fireside Chat: Innovation,05/03/2024,5:00 am,REG449,4,Amazing delivery of the topic.
SES397,Keynote: AI Trends,04/03/2024,4:00 pm,REG352,2,"Excellent session, learned a lot."
SES398,Fireside Chat: Innovation,03/03/2024,3:00 am,REG477,2,"Great experience, loved it!"
SES399,Breakout: Cloud Computing,02/03/2024,2:00 pm,REG472,4,Loved the interactive parts of the event.
SES400,Fireside Chat: Innovation,01/03/2024,1:00 am,REG345,5,"Amazing presentation, super helpful."
SES401,Panel: Future of Tech,29/02/2024,12:00 pm,REG068,2,"Very helpful content, thanks!"
SES402,Keynote: AI Trends,28/02/2024,11:00 pm,REG364,5,"Very helpful content, thanks!"
SES403,Fireside Chat: Innovation,27/02/2024,10:00 am,REG333,2,Loved the interactive parts of the event.
SES404,Keynote: AI Trends,26/02/2024,9:00 pm,REG500,5,Extremely informative workshop.
SES405,Keynote: AI Trends,25/02/2024,8:00 am,REG494,5,"Very helpful content, thanks!"
SES406,Fireside Chat: Innovation,24/02/2024,7:00 pm,REG092,3,Everything was well organized and smooth.
SES407,Fireside Chat: Innovation,23/02/2024,6:00 am,REG258,2,"Great insights, very useful."
SES408,Workshop: Data Visualization,22/02/2024,5:00 pm,REG278,3,Loved the interactive parts of the event.
SES409,Fireside Chat: Innovation,21/02/2024,4:00 am,REG356,4,"Very helpful content, thanks!"
SES410,Fireside Chat: Innovation,20/02/2024,3:00 pm,REG327,5,The speaker was excellent and clear.
SES411,Workshop: Data Visualization,19/02/2024,2:00 am,REG466,5,Loved the interactive parts of the event.
SES412,Workshop: Data Visualization,18/02/2024,1:00 pm,REG364,4,"Great insights, very useful."
SES413,Panel: Future of Tech,17/02/2024,12:00 am,REG060,2,"Excellent session, learned a lot."
SES414,Fireside Chat: Innovation,16/02/2024,11:00 am,REG390,4,Amazing delivery of the topic.
SES415,Breakout: Cloud Computing,15/02/2024,10:00 pm,REG484,4,"Excellent session, learned a lot."
SES416,Keynote: AI Trends,14/02/2024,9:00 am,REG288,2,"Great experience, loved it!"
SES417,Workshop: Data Visualization,13/02/2024,8:00 pm,REG246,5,Loved the interactive parts of the event.
SES418,Fireside Chat: Innovation,12/02/2024,7:00 am,REG299,4,"Amazing presentation, super helpful."
SES419,Breakout: Cloud Computing,11/02/2024,6:00 pm,REG293,2,"Very helpful content, thanks!"
SES420,Keynote: AI Trends,10/02/2024,5:00 am,REG483,5,"Very helpful content, thanks!"
SES421,Fireside Chat: Innovation,09/02/2024,4:00 pm,REG342,5,Loved the interactive parts of the event.
SES422,Breakout: Cloud Computing,08/02/2024,3:00 am,REG364,5,Extremely informative workshop.
SES423,Keynote: AI Trends,07/02/2024,2:00 pm,REG244,5,"Very helpful content, thanks!"
SES424,Breakout: Cloud Computing,06/02/2024,1:00 am,REG346,5,Everything was well organized and smooth.
SES425,Workshop: Data Visualization,05/02/2024,12:00 pm,REG383,5,"Great insights, very useful."
SES426,Fireside Chat: Innovation,04/02/2024,11:00 pm,REG458,2,Loved the interactive parts of the event.
SES427,Breakout: Cloud Computing,03/02/2024,10:00 am,REG434,5,"Very helpful content, thanks!"
SES428,Breakout: Cloud Computing,02/02/2024,9:00 pm,REG274,5,The speaker was excellent and clear.
SES429,Fireside Chat: Innovation,01/02/2024,8:00 am,REG447,5,Loved the interactive parts of the event.
SES430,Keynote: AI Trends,31/01/2024,7:00 pm,REG450,5,"Great insights, very useful."
SES431,Fireside Chat: Innovation,30/01/2024,6:00 am,REG434,5,"Excellent session, learned a lot."
SES432,Breakout: Cloud Computing,29/01/2024,5:00 pm,REG247,5,Amazing delivery of the topic.
SES433,Panel: Future of Tech,28/01/2024,4:00 am,REG444,5,"Excellent session, learned a lot."
SES434,Keynote: AI Trends,27/01/2024,3:00 pm,REG007,3,"Great experience, loved it!"
SES435,Breakout: Cloud Computing,26/01/2024,2:00 am,REG268,4,Loved the interactive parts of the event.
SES436,Panel: Future of Tech,25/01/2024,1:00 pm,REG055,2,"Amazing presentation, super helpful."
SES437,Keynote: AI Trends,24/01/2024,12:00 am,REG043,5,"Very helpful content, thanks!"
SES438,Workshop: Data Visualization,23/01/2024,11:00 am,REG496,5,"Very helpful content, thanks!"
SES439,Fireside Chat: Innovation,22/01/2024,10:00 pm,REG075,4,Loved the interactive parts of the event.
SES440,Keynote: AI Trends,21/01/2024,9:00 am,REG028,5,Extremely informative workshop.
SES441,Keynote: AI Trends,20/01/2024,8:00 pm,REG344,5,"Very helpful content, thanks!"
SES442,Breakout: Cloud Computing,19/01/2024,7:00 am,REG029,4,Everything was well organized and smooth.
SES443,Panel: Future of Tech,18/01/2024,6:00 pm,REG403,5,"Great insights, very useful."
SES444,Keynote: AI Trends,17/01/2024,5:00 am,REG437,5,Loved the interactive parts of the event.
SES445,Fireside Chat: Innovation,16/01/2024,4:00 pm,REG385,5,"Very helpful content, thanks!"
SES446,Keynote: AI Trends,15/01/2024,3:00 am,REG403,4,The speaker was excellent and clear.
SES447,Keynote: AI Trends,14/01/2024,2:00 pm,REG083,5,Loved the interactive parts of the event.
SES448,Breakout: Cloud Computing,13/01/2024,1:00 am,REG447,5,"Great insights, very useful."
SES449,Keynote: AI Trends,12/01/2024,12:00 pm,REG350,4,"Excellent session, learned a lot."
SES450,Panel: Future of Tech,11/01/2024,11:00 pm,REG429,5,Amazing delivery of the topic.
SES451,Breakout: Cloud Computing,10/01/2024,10:00 am,REG075,5,"Excellent session, learned a lot."
SES452,Workshop: Data Visualization,09/01/2024,9:00 pm,REG430,5,"Great experience, loved it!"
SES453,Workshop: Data Visualization,08/01/2024,8:00 am,REG032,4,Loved the interactive parts of the event.
SES454,Breakout: Cloud Computing,07/01/2024,7:00 pm,REG354,4,"Amazing presentation, super helpful."
SES455,Panel: Future of Tech,06/01/2024,6:00 am,REG402,2,"Very helpful content, thanks!"
SES456,Breakout: Cloud Computing,05/01/2024,5:00 pm,REG452,3,"Very helpful content, thanks!"
SES457,Breakout: Cloud Computing,04/01/2024,4:00 am,REG405,4,Loved the interactive parts of the event.
SES458,Breakout: Cloud Computing,03/01/2024,3:00 pm,REG386,2,Extremely informative workshop.
SES459,Breakout: Cloud Computing,02/01/2024,2:00 am,REG278,4,"Very helpful content, thanks!"
SES460,Keynote: AI Trends,01/01/2024,1:00 pm,REG047,3,Everything was well organized and smooth.
SES461,Fireside Chat: Innovation,31/12/2023,12:00 am,REG484,5,"Great insights, very useful."
SES462,Workshop: Data Visualization,30/12/2023,11:00 am,REG447,5,Loved the interactive parts of the event.
SES463,Panel: Future of Tech,29/12/2023,10:00 pm,REG232,4,"Very helpful content, thanks!"
SES464,Keynote: AI Trends,28/12/2023,9:00 am,REG053,3,The speaker was excellent and clear.
SES465,Workshop: Data Visualization,27/12/2023,8:00 pm,REG346,2,Loved the interactive parts of the event.
SES466,Fireside Chat: Innovation,26/12/2023,7:00 am,REG445,4,"Great insights, very useful."
SES467,Breakout: Cloud Computing,25/12/2023,6:00 pm,REG346,4,"Excellent session, learned a lot."
SES468,Fireside Chat: Innovation,24/12/2023,5:00 am,REG379,5,Amazing delivery of the topic.
SES469,Workshop: Data Visualization,23/12/2023,4:00 pm,REG288,5,"Excellent session, learned a lot."
SES470,Workshop: Data Visualization,22/12/2023,3:00 am,REG443,5,"Great experience, loved it!"
SES471,Keynote: AI Trends,21/12/2023,2:00 pm,REG445,5,Loved the interactive parts of the event.
SES472,Keynote: AI Trends,20/12/2023,1:00 am,REG384,4,"Amazing presentation, super helpful."
SES473,Panel: Future of Tech,19/12/2023,12:00 pm,REG332,4,"Very helpful content, thanks!"
SES474,Breakout: Cloud Computing,18/12/2023,11:00 pm,REG288,2,"Very helpful content, thanks!"
SES475,Fireside Chat: Innovation,17/12/2023,10:00 am,REG200,3,Loved the interactive parts of the event.
SES476,Breakout: Cloud Computing,16/12/2023,9:00 pm,REG422,4,Extremely informative workshop.
SES477,Fireside Chat: Innovation,15/12/2023,8:00 am,REG262,3,"Very helpful content, thanks!"
SES478,Breakout: Cloud Computing,14/12/2023,7:00 pm,REG402,5,Everything was well organized and smooth.
SES479,Workshop: Data Visualization,13/12/2023,6:00 am,REG408,5,"Great insights, very useful."
SES480,Workshop: Data Visualization,12/12/2023,5:00 pm,REG409,4,Loved the interactive parts of the event.
SES481,Breakout: Cloud Computing,11/12/2023,4:00 am,REG357,5,"Very helpful content, thanks!"
SES482,Panel: Future of Tech,10/12/2023,3:00 pm,REG448,3,disappointed
SES483,Workshop: Data Visualization,09/12/2023,2:00 am,REG355,3,hate it confusing
SES484,Panel: Future of Tech,08/12/2023,1:00 pm,REG344,5,"Great insights, very useful."
SES485,Workshop: Data Visualization,07/12/2023,12:00 am,REG025,4,"Excellent session, learned a lot."
SES486,Keynote: AI Trends,06/12/2023,11:00 am,REG475,5,Amazing delivery of the topic.
SES487,Keynote: AI Trends,05/12/2023,10:00 pm,REG496,3,"Excellent session, learned a lot."
SES488,Breakout: Cloud Computing,04/12/2023,9:00 am,REG499,5,"Great experience, loved it!"
SES489,Fireside Chat: Innovation,03/12/2023,8:00 pm,REG244,3,boring
SES490,Keynote: AI Trends,02/12/2023,7:00 am,REG490,4,extremely poor
SES491,Workshop: Data Visualization,01/12/2023,6:00 pm,REG404,5,"Very helpful content, thanks!"
SES492,Workshop: Data Visualization,30/11/2023,5:00 am,REG500,4,"Very helpful content, thanks!"
SES493,Keynote: AI Trends,29/11/2023,4:00 pm,REG354,5,Loved the interactive parts of the event.
SES494,Keynote: AI Trends,28/11/2023,3:00 am,REG464,5,Extremely informative workshop.
SES495,Fireside Chat: Innovation,27/11/2023,2:00 pm,REG495,4,"Very helpful content, thanks!"
SES496,Keynote: AI Trends,26/11/2023,1:00 am,REG283,5,Everything was well organized and smooth.
SES497,Breakout: Cloud Computing,25/11/2023,12:00 pm,REG028,3,"Great insights, very useful."
SES498,Fireside Chat: Innovation,24/11/2023,11:00 pm,REG007,5,Loved the interactive parts of the event.
SES499,Keynote: AI Trends,23/11/2023,10:00 am,REG384,5,"Very helpful content, thanks!"
